0.80000	0.80000	-5.31326
0.88500	0.62858	-5.96883
0.88500	0.62858	-5.96883
0.88500	0.62858	-5.96883
0.88500	0.62858	-5.96883
1.26063	0.81787	-7.85371
1.27684	0.56220	-8.08385
1.27684	0.56220	-8.08385
1.27684	0.56220	-8.08385
1.27684	0.56220	-8.08385
1.27684	0.56220	-8.08385
1.8891	 1.2317	-10.3906
1.8891	 1.2317	-10.3906
1.8891	 1.2317	-10.3906
1.8891	 1.2317	-10.3906
2.3543	 1.6865	-10.9651
2.3543	 1.6865	-10.9651
2.3543	 1.6865	-10.9651
2.3543	 1.6865	-10.9651
2.3543	 1.6865	-10.9651
2.3543	 1.6865	-10.9651
2.3543	 1.6865	-10.9651
2.3543	 1.6865	-10.9651
2.3543	 1.6865	-10.9651
2.5561	 1.5374	-13.4360
2.7632	 1.1247	-16.3844
2.7632	 1.1247	-16.3844
2.7632	 1.1247	-16.3844
2.7632	 1.1247	-16.3844
2.7632	 1.1247	-16.3844
2.9077	 1.1240	-17.2953
2.9077	 1.1240	-17.2953
2.9077	 1.1240	-17.2953
3.2562	 1.3703	-19.0517
3.5621	 1.3297	-21.1282
3.5621	 1.3297	-21.1282
3.8665	 1.2906	-23.0279
3.8665	 1.2906	-23.0279
4.0369	 1.6307	-23.6615
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
4.2127	 1.1581	-24.8282
